"V1","V2","V3","V4"
96.7763775711626,328.988827183642,581.101043757785,153.317833396728
102.504272366299,249.679875284618,364.19955548732,257.252381914232
108.211566778178,295.020618991396,234.765803466648,239.506110143107
171.474235408887,193.602549373295,288.224034279919,200.010554144933
241.86044202335,109.578096051139,189.791244825613,118.222553897949
205.008703647572,81.5741110802921,127.092349303772,38.0433423926078
127.489859422949,38.5645574260974,53.103649085643,5.40047074309276
72.7714324219555,7.44450893351823,8.54648248125586,0.295126260881511
201.129348478152,433.472229018358,388.131968131384,292.238091027149
225.180078600738,34.6491714342242,228.34895264057,328.718175866952
231.598923781162,225.398320455094,195.982589008962,265.503078035379
237.20806066894,206.447299286888,188.786642171362,314.96934656264
231.494100784108,183.54987565987,188.549895027088,273.048726406392
232.442530502789,214.578498492474,269.617891827372,122.975365419532
245.0928491694,121.249338269254,151.443622065823,21.7264284530215
231.41158439514,25.2982174782889,27.2580166480818,1.35016444974619
158.459617372935,553.997925307811,107.495943835604,304.994685806912
184.631611009437,190.199127874661,218.768677427991,194.174358766296
253.949059571249,311.325475655557,426.089767221402,126.382756301649
269.81693123698,250.590668128068,330.366834301567,226.169787932779
177.255678204041,227.779565727904,194.227695643232,285.413720163579
201.920044356329,301.447100948666,317.236142847075,173.097665924608
217.441558044729,198.607806839163,219.328707384613,34.7926434541798
326.695220088889,45.8378063840888,43.7878092930061,2.26381428676114
49.3224697588805,423.997337517507,18.1986145200646,254.680822644038
74.4081033301034,320.265515909639,97.5392413408741,290.287567844161
231.971224009443,313.095831960528,271.805659987504,269.581318960813
389.621029559647,267.369542820156,343.676133527092,256.980265416919
334.137700063841,224.318753381943,321.119060336771,284.519813485857
379.958628132818,324.771071677467,408.33934590621,167.17883358832
270.47449236074,261.120751967244,256.642689406897,31.4421811721947
413.972911852486,66.8374270976394,50.433304335875,1.88254457707389
6.31389299133136,132.732017660415,1.61435171810442,146.489634792067
26.6333163863929,207.425025980845,13.6972461461349,299.316673449872
167.838266179004,353.999343388888,55.0947964560138,229.407232965161
352.00305753423,385.088624778335,119.335069032474,131.677069666489
292.561668140947,258.280854433692,220.524716229484,258.731053543014
264.88579555782,342.571045726318,321.642752728157,164.468968157311
263.858789281572,289.858544494664,188.219434200662,29.0612513476443
519.164338640511,75.4772186397477,35.2948128484209,1.58226782872442
0.536220515158261,18.6666587178037,0.0568625652043148,58.9964114763173
9.32032918288819,72.3212458239331,0.693149571928494,209.322101141507
84.7914845494179,211.406315772219,4.30075170506005,288.662433760363
283.432631864059,311.229001035209,17.8452194271454,297.461222414551
443.028424070155,312.227450948753,60.7121979400931,352.030102823545
354.251286221512,395.128516486236,102.593654838828,175.048611949484
286.057769821994,277.391797038102,59.8540150271352,27.9079348796672
517.686189965876,65.9469201165663,11.057079923864,1.42544127343954
0.0558623462858717,1.34372286623453,0.000776212018424338,12.5728772479473
1.74628331450844,10.3644690688938,0.0141410117984083,66.4512639399134
21.2212444202465,43.6707752590803,0.154029660406458,167.886561370477
108.636394104581,100.418838644861,1.32765929633485,300.943554195535
249.413343765706,200.755522710347,6.58529532831473,319.72745185409
225.885006567736,312.987973583233,12.1215728055867,134.518137453397
204.960886075712,207.038712754474,7.20741628202242,19.594379459953
345.284074589254,46.7077246294295,1.34236417960593,0.952335330869519
0.0033014544288203,0.0465969764271416,4.33736377422675e-06,1.04371211368288
0.131549993934723,0.563105198174341,0.000131081790737362,8.01323565236529
2.15284470848078,3.57610580765937,0.0029886548349602,35.333458876706
15.3176796278975,16.6441065040972,0.0439962831662569,92.1276101454471
43.8293924632488,64.8811520469601,0.258753873536884,104.895432774513
52.9019198106198,125.882053480874,0.501425083904189,43.7139379097215
105.238502391049,87.8477211383768,0.306083622750559,6.30559396273549
165.718705098359,20.1503302833607,0.058157547064826,0.305234949850554
