"V1","V2","V3","V4"
245.054753826419,321.707818900007,539.735489387783,273.209896265939
413.121396337902,438.522002691659,526.938102471741,402.487932468663
408.258385388852,384.97918244157,499.8905092655,336.047440944388
370.020221633917,358.09936143533,548.084343259227,282.560231629464
289.33129552805,271.64753652438,452.055446187272,185.669911184928
214.761436821908,214.560937717816,355.092864984174,72.8096869478959
80.7389448088643,95.739084845889,228.211174479216,13.7901359206864
10.6959366461649,21.4582162401224,83.9914411230232,1.00625083355671
331.547399633789,375.444962573739,356.121031530542,343.084830088735
292.178642361259,258.186595124233,157.926710398121,270.852554460936
162.209588349845,168.668350105544,92.334473267843,189.736048225584
226.241080525571,228.093817704196,105.415301542014,330.853295651097
229.161878581651,231.901475689008,185.441405373485,319.620565561089
317.859614016526,318.887433367041,292.260145452862,157.753258568738
159.110200570658,202.843416923214,308.630814320233,33.2718709307728
24.7460596482447,92.1543464466483,171.071925675773,2.52905843532635
370.077315546766,394.296536385057,134.391137463131,382.482213402446
316.978028046957,262.253596158393,267.511310923257,274.639291026976
264.888084012027,340.790422983827,509.179110655128,236.020844936458
377.946509334308,342.090806930554,423.462304763638,271.48558672048
220.663132086514,183.126153152479,255.677859673225,264.678247343597
328.672405534804,292.739518954705,216.641018829973,157.487265135386
217.765338822998,267.069396233412,333.262194119396,35.5243294990057
43.0215296476274,200.868805197855,253.636263324558,2.74156349089406
302.294148937062,411.609301585555,25.9578252583293,391.512016405888
347.884252970135,265.27678494001,104.873545715098,288.324330088762
247.557247732109,214.469042718268,242.15535044607,327.68166445977
294.009218629467,328.598886456395,310.866948910398,295.930858385568
220.947500689198,257.137086174477,342.853105798007,278.299507894844
349.742342376743,318.698817521187,356.426490647133,201.090389986473
255.045301604158,267.418351563835,382.162236313946,51.5662522676964
56.0148474997401,175.762712231578,245.744698669089,4.37541095983325
138.43420725134,335.08763857093,1.75239762697274,363.079011644587
270.020097400886,368.027253230281,9.71642219486779,237.454720513847
348.276404443274,274.090084368296,30.0042493430026,250.548244872403
319.635217598695,270.949685222754,71.1104948203569,299.837791904358
221.991143094795,204.027972220738,142.147741113653,347.047715503609
335.246255705863,288.755073018381,193.478909114364,278.890127456239
224.757832863328,236.024396339174,178.560014341262,80.25750487252
47.1429802756256,87.7200896388204,96.6044014479531,7.53906700210849
29.0281791952332,131.238690417463,0.0375642239695304,308.746684407957
100.842773575963,256.449189958062,0.277903316342191,368.605982234017
230.586779353138,358.618797585311,1.44015113547477,284.440272331259
296.692508649006,362.603945047496,6.54703447693611,220.12613923417
346.55412371395,279.672922055742,19.5400419821461,290.300048651373
400.147677830045,325.205519338646,30.7246790743131,249.8634776738
192.6636469724,246.936233039784,26.3668176404457,74.3523936883469
32.3854419374871,73.4720881525355,12.6928135703515,7.15269406214554
2.41378133299551,18.5688110654268,0.000266738393534733,146.698656562484
13.6883945535269,57.7371639535066,0.00307614012466312,285.584133494373
46.07260378098,132.088507924394,0.0314394892153691,315.338771134964
99.1312086771979,211.715039641747,0.234030690807623,317.099347190731
203.477602286272,295.581951317382,0.892935707755372,387.619347843159
230.982939386011,388.317853905817,1.51012540411506,260.203838782155
94.7730094229983,305.649477590882,1.21842950554182,63.5758106612278
13.3413674548564,109.295761513129,0.530928393391038,5.22771382213567
0.0763341894005186,0.924026927304084,7.08511508427444e-07,27.9313778599992
0.653394325198315,4.61932383012041,1.58354683669697e-05,80.7084677144023
3.27496900584504,17.3533838650891,0.00029282125270739,155.507771721996
13.5278783722016,49.8255807014464,0.00300839518557928,298.1845672007
39.5163028091582,126.969705731452,0.0133583949710502,428.797826675534
46.0013120270918,237.020027836737,0.0233805189344134,260.771395125956
18.1104083934837,243.618108485846,0.0177152363331682,54.7301128775787
2.36087856299221,107.529364400319,0.00697592135335883,3.773550113965
