"","time","BG","CGM","CHO","HBGI","LBGI","insulin"
"1",1,147.1,142.77281000427,0,2.506256352586,0,0
"2",2,147.100000325434,145.127973802252,0,2.50625639405846,0,0
"3",3,147.100020318221,146.346227217732,0,2.50625894188936,0,0
"4",4,147.100212085382,147.007482284774,0,2.506283380266,0,0
"5",5,147.101035583687,147.062221766914,0,2.50638832604025,0,0
"6",6,147.103356703239,146.461305915151,0,2.50668413583658,0,0
"7",7,147.108452960292,145.156008238528,0,2.50733366184649,0,0
"8",8,147.117965362879,143.097983656452,0,2.50854619847862,0,0
"9",9,147.133827367739,140.239203965489,0,2.51056859308403,0,0
"10",10,147.158189076182,136.574304582661,0,2.51367586315531,0,0
"11",11,147.19334600127,132.352619446217,0,2.5181625291255,0,0
"12",12,147.241676517933,128.20538022155,0,2.52433519371776,0,0
"13",13,147.305589240723,124.848709167363,0,2.53250652061197,0,0
"14",14,147.38748010838,122.998729807965,0,2.54299056746935,0,0
"15",15,147.489698280678,123.28200089408,0,2.55609933425213,0,0
"16",16,147.614519707392,125.787842284906,0,2.57214035108764,0,0
"17",17,147.764127203307,129.799725794363,0,2.59141512387793,0,0
"18",18,147.940595941525,134.421962161342,0,2.61421826531448,0,0
"19",19,148.145883397886,138.758747615564,0,2.64083715556503,0,0
"20",20,148.381822910142,141.982972235305,0,2.67155199613815,0,0
"21",21,148.650120141146,143.680295331585,0,2.70663613993273,0,0
"22",22,148.952351849041,144.055591389027,0,2.74635659905803,0,0
"23",23,149.289966467117,143.451238252889,0,2.79097464911987,0,0
"24",24,149.664286081749,142.209486710998,0,2.84074646410026,0,0
"25",25,150.076509469744,140.671005833123,0,2.89592372968554,0,0
"26",26,150.527715917941,139.167599753579,0,2.95675419497635,0,0
"27",27,151.01886959961,138.017839798443,0,3.02348213303955,0,0
"28",28,151.550824325425,137.537270619377,0,3.0963486898543,0,0
"29",29,152.124328522851,138.041329816816,0,3.17559210897624,0,0
"30",30,152.740030327825,139.79935048104,0,3.26144782581355,0,0
"31",31,153.398482697465,142.804553714056,0,3.35414843088499,0,0
"32",32,154.100148473166,146.636046159523,0,3.45392350591938,0,0
"33",33,154.845405340369,150.780842620955,0,3.56099934025632,0,0
"34",34,155.634550645218,154.725875962406,0,3.67559853781245,0,0
"35",35,156.467806039656,158.002159479843,0,3.79793952697411,0,0
"36",36,157.345321935717,160.405579759983,0,3.9282359872481,0,0
"37",37,158.267181757191,162.129374004086,0,4.06669620742468,0,0
"38",38,159.233405982712,163.455030464421,0,4.21352239045403,0,0
"39",39,160.243955979001,164.663977011393,0,4.3689099202764,0,0
"40",40,161.298737626586,166.015414217789,0,4.53304660554117,0,0
