"","time","BG","CGM","CHO","HBGI","LBGI","insulin"
"1",1,136.45,144.227987414274,0,1.29604174624422,0,0.00285
"2",2,136.450000060325,140.607759043015,0,1.29604175219641,0,0.00285
"3",3,136.450004066924,138.459733141243,0,1.2960421475225,0,0.00285
"4",4,136.450045484598,137.000934544855,0,1.29604623415513,0,0.00285
"5",5,136.450236237783,136.392990515472,0,1.29606505561238,0,0.00285
"6",6,136.450808702836,136.797635279681,0,1.29612154092588,0,0.00285
"7",7,136.45213711985,138.376738635552,0,1.29625262011029,0,0.00285
"8",8,136.454740276499,141.292314740364,0,1.29650949754109,0,0.00285
"9",9,136.459270962509,145.70651575184,0,1.2969566312431,0,0.00285
"10",10,136.466497464507,151.696809298297,0,1.29766994453397,0,0.00285
"11",11,136.477281176002,158.831924840856,0,1.29873467831205,0,0.00285
"12",12,136.492553148542,165.917411039493,0,1.30024316767115,0,0.00285
"13",13,136.513291385786,171.589258084688,0,1.30229272327642,0,0.00285
"14",14,136.540499928594,174.483489105598,0,1.30498372105852,0,0.00285
"15",15,136.575190261337,173.428019461519,0,1.30841795021619,0,0.00285
"16",16,136.618365232498,168.402033203971,0,1.3126972341012,0,0.00285
"17",17,136.67100547439,161.111604696039,0,1.31792231634173,0,0.00285
"18",18,136.734058186329,153.646535873106,0,1.32419199152877,0,0.00285
"19",19,136.808428082412,148.096589122411,0,1.33160245295098,0,0.00285
"20",20,136.894970278177,146.33651948356,0,1.34024682708169,0,0.00285
"21",21,136.994484885583,148.951268440803,0,1.35021486432847,0,0.00285
"22",22,137.107713093709,154.59107937165,0,1.3615927569534,0,0.00285
"23",23,137.235334527486,161.476214825954,0,1.37446305739719,0,0.00285
"24",24,137.377965694882,167.826874714053,0,1.38890467305381,0,0.00285
"25",25,137.536159352167,172.016044704299,0,1.40499291655657,0,0.00285
"26",26,137.710404635819,173.333742764913,0,1.42279959366539,0,0.00285
"27",27,137.901127827601,172.445567718875,0,1.44239311376593,0,0.00285
"28",28,138.108693636044,170.322755033731,0,1.46383861073335,0,0.00285
"29",29,138.333406892746,167.936479719405,0,1.48719806442763,0,0.00285
"30",30,138.575514575631,166.17672323668,0,1.51253041535188,0,0.00285
"31",31,138.835208083615,165.446600645669,0,1.53989166701055,0,0.00285
"32",32,139.112625698017,165.418957980258,0,1.56933497224918,0,0.00285
"33",33,139.407855175758,165.604319862644,0,1.60091070135093,0,0.00285
"34",34,139.720936427871,165.513162173204,0,1.63466649091884,0,0.00285
