"","time","BG","CGM","CHO","HBGI","LBGI","insulin"
"1",1,136.45,132.183559013297,26.6666666666667,1.29604174624422,0,0.00285
"2",2,136.450079627031,133.477948743271,0,1.29604960295233,0,9.15816666666667
"3",3,136.453022832093,134.254324687281,0,1.29634001917512,0,0.00285
"4",4,136.472720215002,134.822504570508,0,1.29828430693544,0,0.00285
"5",5,136.532842329624,135.165594283399,0,1.304226136475,0,0.00285
"6",6,136.657459694584,135.270489137287,0,1.31657695662456,0,0.00285
"7",7,136.871202031683,135.124007719511,0,1.33787045618444,0,0.00285
"8",8,137.203037393043,134.715897622733,0,1.37120136422324,0,0.00285
"9",9,137.682218096756,134.038048362729,0,1.4199130250216,0,0.00285
"10",10,138.328977759733,133.082855764136,0,1.48673622143152,0,0.00285
"11",11,139.15036922186,131.868171998132,0,1.57335788496716,0,0.00285
"12",12,140.140466729634,130.454967783565,0,1.68033292705211,0,0.00285
"13",13,141.282369706841,128.905027690874,0,1.80710980747905,0,0.00285
"14",14,142.550714426233,127.270821986544,0,1.9520846533911,0,0.00285
"15",15,143.914125461527,125.592889280372,0,2.11267074437267,0,0.00285
"16",16,145.337400469885,123.876579474378,0,2.28539427975355,0,0.00285
"17",17,146.783384955006,122.078710582178,0,2.46602771598966,0,0.00285
"18",18,148.214554348889,120.144999251479,0,2.64976343974306,0,0.00285
"19",19,149.594333837597,118.021681590652,0,2.83142109863894,0,0.00285
"20",20,150.888181602249,115.688212394225,0,3.00567512635078,0,0.00285
"21",21,152.064453215636,113.315892242197,0,3.1672858976273,0,0.00285
"22",22,153.09505972677,111.363208152793,0,3.31131820244139,0,0.00285
"23",23,153.95593069707,110.355594707704,0,3.43333339754454,0,0.00285
"24",24,154.627295222548,110.822699120106,0,3.52954559075142,0,0.00285
"25",25,155.093797268373,113.224047965318,0,3.59693657340857,0,0.00285
"26",26,155.34446508376,117.57654836003,0,3.63332823052568,0,0.00285
"27",27,155.372557124854,123.230864526329,0,3.63741440390596,0,0.00285
"28",28,155.175308328001,129.392718976782,0,3.60875649207279,0,0.00285
"29",29,154.753600654443,135.271593860726,0,3.5477484587972,0,0.00285
"30",30,154.111580721677,140.125792243705,0,3.45555752001525,0,0.00285
"31",31,153.256245321544,143.489167866461,0,3.33404676846774,0,0.00285
"32",32,152.197013011722,145.306981289778,0,3.18568556433715,0,0.00285
"33",33,150.945297046486,145.617483777651,0,3.01345283546778,0,0.00285
"34",34,149.514091925746,144.46064512893,0,2.82073762592026,0,0.00285
"35",35,147.917582970278,141.892569200207,0,2.61124040406304,0,0.00285
