"","time","BG","CGM","CHO","HBGI","LBGI","insulin"
"1",1,147.1,148.125144967408,16.6666666666667,2.506256352586,0,0
"2",2,147.100526746314,146.405795029941,0,2.50632348013932,0,2.20259166666667
"3",3,147.119171775636,146.055171219088,0,2.50869999416612,0,0
"4",4,147.245308476772,146.443952531617,0,2.52479928402819,0,0
"5",5,147.663848253742,147.539089331039,0,2.57848979391078,0,0
"6",6,148.624384773777,149.383940001981,0,2.70326361399121,0,0
"7",7,150.365878403198,152.038987862722,0,2.93488364368781,0,0
"8",8,153.039003417692,155.501924362919,0,3.3034264965268,0,0
"9",9,156.685325883995,159.665546510889,0,3.83009932165076,0,0
"10",10,161.251638809831,164.337313261226,0,4.52567564150692,0,0
"11",11,166.615219365386,169.338472148821,0,5.38908930884631,0,0
"12",12,172.608513404666,174.575466921387,0,6.40679389310575,0,0
"13",13,179.04202687403,179.955787354282,0,7.55406427385202,0,0
"14",14,185.722860099857,185.377612563943,0,8.7979674375255,0,0
"15",15,192.467048348178,190.752388989076,0,10.1009157726002,0,0
"16",16,199.107696457344,196.055476910495,0,11.4241835675239,0,0
"17",17,205.499776801677,201.356732675901,0,12.730829869315,0,0
"18",18,211.522361915028,206.765930451532,0,13.9877765726749,0,0
"19",19,217.078981993296,212.417251357478,0,15.1670397600905,0,0
"20",20,222.096683021287,218.436328954443,0,16.2462508225777,0,0
"21",21,226.524243416627,224.77660722171,0,17.2086520933999,0,0
"22",22,230.329899753911,231.11994369089,0,18.042745030363,0,0
"23",23,233.498840761212,237.101142459778,0,18.7417372042892,0,0
"24",24,236.030654388074,242.370259110268,0,19.3028964032034,0,0
"25",25,237.936854169974,246.610780439994,0,19.7268856473639,0,0
"26",26,239.238566266366,249.640676845229,0,20.0171254089586,0,0
"27",27,239.964425083291,251.472279808323,0,20.1792091963312,0,0
"28",28,240.148701060869,252.165540920308,0,20.2203848510268,0,0
"29",29,239.829667024646,251.784949785,0,20.1491049787688,0,0
"30",30,239.048197794606,250.411949559475,0,19.9746445331215,0,0
"31",31,237.846590154392,248.213151251074,0,19.7067805837809,0,0
"32",32,236.267585723383,245.480969986575,0,19.3555278964189,0,0
"33",33,234.353576902793,242.535516486827,0,18.9309235343851,0,0
"34",34,232.145975237951,239.696125151012,0,18.4428538590504,0,0
"35",35,229.684721765201,237.241171252072,0,17.9009177880487,0,0
"36",36,227.007919830834,235.209430732128,0,17.3143207991824,0,0
"37",37,224.15157221557,233.280843477737,0,16.691794838405,0,0
"38",38,221.149405979924,231.05383563512,0,16.0415399429104,0,0
"39",39,218.032770127889,228.124486723006,0,15.3711839928702,0,0
"40",40,214.830592875488,224.131887185934,0,14.68775754325,0,0
"41",41,211.569386944541,218.985226428726,0,13.9976811565075,0,0
"42",42,208.273292841003,213.000082796814,0,13.3067630599129,0,0
"43",43,204.964151498305,206.580549099896,0,12.6202052930629,0,0
"44",44,201.661598957915,200.128480888618,0,11.9426167985669,0,0
"45",45,198.383176918459,194.043601941582,0,11.2780321489411,0,0
"46",46,195.144454013614,188.723622156327,0,10.6299348022699,0,0
"47",47,191.959072813033,184.564303091162,0,10.0012681187622,0,0
"48",48,188.838443227086,181.959328637444,0,9.39438176145655,0,0
"49",49,185.792262317541,181.300402888113,0,8.81114528370778,0,0
"50",50,182.829028392372,178.3325664546,0,8.25305590740777,0,0
"51",51,179.956097954854,169.238846185228,0,7.72125652205382,0,0
"52",52,177.179749627673,164.178405454875,0,7.21655716952482,0,0
"53",53,174.505261965331,162.344590774922,0,6.73946091674906,0,0
"54",54,171.936996127388,162.929803552183,0,6.29019198150367,0,0
"55",55,169.478478908383,165.125583151856,0,5.86872492338958,0,0
"56",56,167.132483675174,168.122688616814,0,5.4748141410914,0,0
"57",57,164.901107795506,171.111177315349,0,5.10802313527848,0,0
